index,word,meaning
13088,petardo,"s. m. a) (engenho explosivo, portátil, para destruir obstáculos; bomba) xibúlukwá (xi-svi). b) (pequena peça de fogo de artificio que rebenta com estampido) xibúlukwá (xi-svi), paxáwu (ri-ma). (P) paixão."
13089,petição,s. f. xikómbélo (xi-svi).
13090,petiscar,"v. i. kunghúnyánghúnya, kuqavula, kuxáwúlá v. i."
13091,petisco,"s. m. svá kunghúnyánghúnya, svijánajána mafanjara (ma), muqavulu (mu-mi)."
13092,petrechar,"| apetrechar 1. v. t. kulóngísá v. caus., kuvékétélá svigótsó v. t. 2. v. pron. kulóngá v. t."
13093,petrechos,"| apetrechos s. m. pl. a) (munições e instrumentos de guerra) matlharí | matlharhi (ma). b) (quaisquer objectos necessários à execução de algo) svitirho, svilóngó; svigótsó (svi)."
13094,petrificar,"1. v. t. a) (tornar em pedra) kuhundzula ribze, kuribzihata v. caus. b) (tornar duro como pedra) kutíyísá v. caus. c) (tornar insensível como pedra; tornar desumano, cruel) kutlányátá, kuhundzula xitláyelá v caus. 2. v. pron. a) (converter-se em pedra) kuhundzuka ribze; kuribzihala v neutr. pass. b) (tornar-se insensível, desumano, cruel) kutlányálá, kuvá xitláyelá, kuvá ní xítsányálála v. i."
13095,petróleo,s. m. phaláfeni (ri-ma). (1) paraffin.
13096,petulância,"s. f. rigomba (ri-ti), cíki | chiki (ri-ma). ( ) cheek, nchivá (mu-mi). (fig.) [cf. crina]."
13097,peúga,"s. f. peyúga méya (mu-mi). (P) meia, (ri-ma). (P), sokisi (ri-ma). (1) sock."
13098,peugada,"s. f. ntila, nkóndzó (mu-mi)."
13099,pevide,s. f. a) (semente de vários frutos carnosos) nyunge nyingi (yi-ti). b) (parte carbonizada da torcida ou pavio) ripshá (ri-ti).
13100,phahlar,"| palhar v. t. (Moç.) (oferecer sacrificios, fazer oferendas aos espíritos dos antepassados) kuphahla v. t."
13101,piche,s. m. rikatarawu (ri). (P) alcatrão.
13102,pico,"s. m. a) (espinho) múntwá mútwá (mu-mi), xitlhavána, xitohwana (xi-svi). b) (cume) nhlóhlorhi (yi-ti)."
13103,pidgin,"s. m. (sistema linguístico que não tem falantes nativos, sempre utilizado, portanto, como segunda lingua, e que resulta do contacto entre grupos falantes de linguas diferentes) xipidijíni (xi-svi). (P). || [calão entre mineiros na África do Sul]: xifánákaló (xi) (sem plural)."
13104,piedade,"s. f. nsovo, ntwélavusíwana (mu), vutshandzá (vu-ma), vurhómbe (vu), kutwélá vusíwana (ku)."
13105,piedoso,"adj. -á nsóvo, -á vúmbilú, -á vurhómbe, -á vútshandzá, -á ntwélavusíwana, -á kutwélá vusíwana loc. adj."
13106,pifar,"1. v. t. (subtrair fraudulentamente, furtar) kuconca, kuxwápá v. t. 2. v. i. a) (não surtir o efeito esperado; falhar) kunyatha, kudzétá v. i. b) (sofrer avaria, deixar de funcionar) kujama, kupfhótóká v. i. c) (morrer) kufá, kutíméká, kuwola nkuma v. i."
13107,pífaro,"s. m. xitiríngo, xitliloti (xi-svi)."
13108,pigmento,s. m. (substância que dá coloração) ndlatí (yi-ti).
13109,pigmeu,"s. m. manghimana (mu-va), xigónó (xi-svi)."
13110,pijama,"s. m. svákúyetlela há svona (svi), pijámu (ri-ma). (P)."
13111,pilador,"s. m. a) (pessoa que mói no pilão (gral)) mukándzí (mu-va). b) (pau de pilar) musi (mu-mi). (plural: misi/ mimusi). [cf. pilão]. || [pilador usado para moer no almofariz de barro] musi wá kúsíla (mu-mi) (plural: mimusi misi), ximusana (xi-svi)."
13112,pilão,"s. m. a) (a peça bojuda, o almofariz) tshurí churi (ri-ma). b) (pau de pilar; mão de almofariz) musi (mu-mi). (plural: misi/mimusi). || [pilão usado para moer no almofariz de barro] musi wá kúsíla (mu-mi) (plural: mimusi/misi), ximusana (xi-svi)."
13113,pilar I,"(coluna) nsika, phúphú, yímíso (yi-ti)."
13114,pilar II,"v. t. (moer com o pilão) kukándzá v. t. || [pilar (o milho) para separar o grão do farelo]: kutlhokola v. t. || [pilar (o milho, ou outro cereal) para o reduzir a gránulos ou pó]: kutsúmbúlá v. t. || [pilar coisas verdes, como folhas; ou tubérculos]: kukhuvuta v. t. || [pilar os grãos de milho pela segunda vez, depois de peneirados e separados do farelo]: kubávúléla v. t. || [pilar com movimentos curtos e rápidos, como quando já só restam poucos grãos no fundo do pilão]: kudúvúléla v. t. || [acabar de pilar o resto do grão]: kugwágwáséla v. t. || [pilar os últimos grânulos de amendoim]: kukhótélá v. t. || [pilar, produzindo estalidos com as mãos contra o pilão]: kubzákátá | kubzátá v. i. || [pilar em grupo, produzindo um som contínuo das batidas dos pilões]: kupímbíndzá v. i."
13115,pilastra,s. f. (coluna) nsika (yi-ti).
13116,pileca,"s. f. a) (cavalo de pequena estatura) xihánchana (xi-svi). b) (Moç.) (o berlinde mais pequeno do conjunto) xiboloríndana (xi-svi). (P) berlinde, piléka (ri-ma). (P)."
13117,pilha,"s. f. a) (monte) nhulu (yi-ti). b) (resma) butsa (ri-ma). c) (pilha electroquímica) pilha, bataríya (ri-ma). (P) bateria. d) (lanterna) batariya (ri-ma). (P) bateria, fóki (ri-ma). (P) foco."
13118,pilhagem,"s. f. (saque) muphangu muvangu, mugayiso (mu-mi); kuyívá (ku, vuyívi (vu)."
13119,pilhar,"v. t. (saquear) kuphanga, kugayisa; kuyívá v. t."
13120,pilotar,"v. t. (guiar) kufámbísa, kuthíyá v. t. || [pilotar automóvel]: kuchayela v. t. || [pilotar aeronave]: kuhahisa v. t. || [pilotar embarcação em geral]: kutlútá, kuweta v. t. || [pilotar embarcação com leme]: kuhindzula v. t."
13121,piloto,"s. m. (condutor) mufámbísí, muthíyí (mu-va). || [piloto de automóvel]: muchayeli (mu-va). || [piloto de aeronave]: muhahisi (mu-va), pilótu (mu-va). (P). || [piloto de embarcação em geral]: mutlútí, muweti (mu-va). || [piloto de embarcação com leme]: muhindzuli (mu-va)."
13122,pimenta,"s. f. sovori, viriviri (ri-ma)."
13123,pimento,s. m. piménta (ri-ma). (P). [of. pimenta].
13124,pimpolho,"s. m. (criança pequena e robusta) xikitlikitli | xivitlivitli, xivihlivihli (xi-svi)."
13125,pináculo,s. m. xihlúngwa xichúngwa (xi-svi).
13126,pinça,"s. f. (tenaz) ritlama, ritlahu, ntlawa (ri-ti). || [pinça usada para separar o caroço da polpa do ""kwakwa"", por exemplo]: rivangulu (ri-ti). [cf. estricno]."
13127,pincel,s. m. xipendo (xi-svi).
13128,pincelar,v. t. kupenda v. t. (1) paint.
13129,pinga,"s. f. a) (gota) donakati (ri-ma). b) (gole, trago) nkolo (mu-mi). c) (vinho) vhínyu (ri-ma). (P)."
13130,pingar,"v. i. a) (gotejar) kunthona | kutshona, kuphóphá v. i. b) (verter) kupfuta v. i."
13131,pingo,"s. f. tshonsí | thonsí, donakati (ri-ma)."
13132,pinheiro,"s. m. mpínya (mu-mi). (P) pinho, muphayini (mu-mi). (1) pine."
13133,pinho,"s. m. pínya (ri-ma). (P), púlángu rá múpháyíni (ri-ma). ( ) pine."
13134,pino,"s. m. a) prego de binho ou de cana usado por sapateiros) mhingú (vi-ti). b) (peça que se introduz em orificios de duas ou mais peças para estabelecer entre elas uma união fixa ou articulada; peça que firma as duas asas de uma dobradiça e lhes serve de eixo) pínu (ri-ma). (P). c) (terminal de cabo eléctrico que se introduz na tomada) fíxa (ri-ma). (P) ficha. d) (posição vertical do corpo com a cabeça para baixo sobre as palmas das mãos) kujima (ku), njhimu | mujimu (mu-mi). e) (o ponto mais alto a que chega o sol; o zénite; o ponto mais alto) vugimahénhlá (vu). || [a pino]: hí kuzi, hí kúdzíma loc. adv."
13135,pinta,"s. f. a) (mancha pequena) ndzhósi (mu-mi), xithokwana (xi-svi). b) (salpico, pingo) tshonsíthonsi, donakati (ri-ma). || [pinta preta que se forma na pele, sinal) ntómí (mu-mi)."
13136,pintada,s. f. (galinha-do-mato) mhangéla (vi-ti).
13137,pintainho,s. m. xicúwana xicíwana (xi-svi).
13138,pintar,v. t. kupenda; kupenda svifáníso v. t.
13139,pinto,"s. m. xicúwana xiciwana, xihúkwaná (xi-svi)."
13140,pintor,"s. m. a) (aquele que pinta) pintóri (mu-va). (P), mupendi (mu-va). Ex.: pintor de paredes pintóri/mupendi wá mákhumbí. b) (indivíduo que sabe ou exerce a arte da pintura) pintóri (wá svifáníso) (mu-va). (P), mupendi (wá svifáníso) (mu-va)."
13141,pintura,"s. f. a) (acto ou efeito de pintar; revestimento de uma superfície com matéria corante) kupenda (ku). b) (acto ou efeito de pintar-se) kutipéndá ku). c) (quadro) kwádru (ri-ma). (P). d) (maquilagem) svákutipéndá, svitolátolána (svi). e) (a arte plástica, tendo a cor como elemento básico) vupendi (vu) f) (a obra de arte assim realizada) xipendíwa (xi-svi)."
13142,piolhada,"| piolheira s. f. (piolheira das aves) vúlu wúlu, vutséká (vu)."
13143,piolheira,"| piolhada s. f. vúlu wúlu, vutséká (vu)."
13144,piolho,"s. m. a) (que se aloja no cabelo e na roupa) nhwálá, chowana (yi-ti). (que se aloja nas aves) ntséká (mu-mi), vunámbá (vu)."
13145,pior,"1. adj. 2 gen. -á kubíhísísa; -á kubíhá kutlúlísá loc. adj., piyóri adj. (P). Ex.: Este caminho é pior que aquele. Ndlela leyi yí piyóri ká líya. 2. (Moç.) (sobretudo) ngopfungopfu, kakhúlu adv, piyóri adv. (P), a-hávúli loc. adv. Ex.: É muito conversador, sobretudo quando está com copos. Ábúlá ngópfu, piyóri/andzáhávúli lókó ádakwílé."
13146,piorar,"v. i. kunyanya, kuqává, kutlúlá mpímu, kuhundzisa v. i."
13147,pipa,s. f. (barril) muphongólo (mu-mi). (P). pangaia.
13148,pipoca,"s. f. (grão de milho estalado ao lume) mbhachá mbvhachá (yi) (sem plural), búlukwa (ri-ma)."
13149,pique,"s. m. (lança antiga) njúngwe (yi-ti). || [a pique]: (verticalmente; a prumo) hí kuzi, hí kúdzíma loc. adv."
13150,pira,s. f. (fogueira) mududúmela (mu-mi).
13151,pirâmide,s. f. mboxóngo (mu-mi).
13152,pirão,"s. m. a) (papa grossa, feita de farinha de mandioca) mub'ambhana (mu-mi). b) (papa grossa, feita de farinha de mandioca e reduzida a bolinhas) maginyá (ma)."
13153,pirar,"v. i. a) (fugir, safar-se) kubáléká v. i. b) (endoidar) kumpfamula v. i., kubíwá v. pass."
13154,pires,s. m. pírisi (ri-ma). (P).
13155,pirilampo,"s. m. nsímbanyéleti (yi-ti), xitsayitsayi, xitímándzílwána, xikétikéti (xi-svi)."
13156,piripiri,"s. sovori, viriviri (ri-ma)."
13157,piroga,"s. f. (canoa feita de tronco de árvore escavado) mukhúmbí (mu-mi), bzátshú (ri-ma)."
13158,pirraça,"s. f. a) (coisa feita de propósito com o intuito de contrariar, agastar) nsélé (yi-ti), moná (mu-mi), xiyendlahávómu (xi-svi). b) (acinte, desfeita) xiyéyíso (xi-svi)."
13159,pirueta,"s. f. jipólókótsó (mu-va), || [fazer uma pirueta]: kubá jipólókótsó v. t., kujipólókótsó ideo."
13160,pisada,"s. f. nkóndzó, ntila (mu-mi)."
13161,pisadela,"s. f. (acto de pisar) kukándzétéla, kukándzíyéla kukándzihéla, kupfátlányá, kunyathela; kupsanya | kukwanya (ku), nkándzétélo, nyathelo, mpfátlányu (mu-mi)."
13162,pisadura,"s. f. a) (acto de pisar) kukándzétéla, kukándzíyéla kukándzíhéla, kupfátlányá, kunyathela; kupsanya kukwanya (ku), nkándzétélo, nyathelo, mpfátlányu (mu-mi). b) (vestigio ou sinal de pisadas) nkóndzó, ntila (mu-mi). c) (contusão; lugar ou parte machucada) mpfémbeti pfímbéleti (mu-mi)."
13163,pisar,"v. t. kukándzétéla, kukándzíyá, kukándzíyéla kukándzihéla, kupfátlányá, kunyathela v. t. || [pisar, esmagar com os pés]: kudladla v. i. || [pisar qualquer coisa pegajosa e ficar com os pés sujos]: kupsetla kupetla v. t., kupsanya kukwanya, kubadula v. t. || [pisar a uva]: kupshányá | kukhwányá v. t."
13164,piscar,"v. i. kutsófítá kutsófítéla, kutófitá, kutófítéla v. i. || [piscar os olhos]: kubzavuta, kutsópétá | kucópétá v. i. || [piscar o olho]: kufaya tíhló v. i. || [num piscar de olhos]: hí kútsópéta ká tihlo loc. adv."
13165,piscina,"s. f. vubukuxelo (vu), xidan'wáná xá kúhlámbéla (xi-svi), pexsína (ri-ma). (P)."
13166,pisco,s. m. dzekerwa (ri-ma).
13167,pisgar-se,"v. pron. kubáléká, kutímélá v. i."
13168,piso,"s. m. a) (pavimento) s. m. hánsí (ri-ti). b) (qualquer dos pavimentos de um edifício acima do térreo) xitézi (xi-svi), andári (ri-ma). (P) andar."
13169,pista,"s. f. a) (vestigio) vuthala, vutila (vu), nkóká, nkóndzó, ntila (mu-mi). || [pista deixada pelo cheiro]: vukótsa (vu). b) (lugar onde se pratica atletismo) ndháwú yá mintlángu yá kutíyísá míri (kutsutsuma, kujíkíjélá, kutlúlá, etc.) (yi-ti), píxta (ri-ma). (P). c) (a parte de uma rodovia ou de uma rua sobre a qual os veículos circulam) ndlela (yi-ti). d) (a parte do hipódromo onde correm os cavalos) vutsutsumelo bzá mahánci (vu). e) (faixa de um aeródromo preparada para pouso e decolagem de aeronaves) vuwelo bzá svihahampfhuká (vu)."
13170,pistácia,s. m. (Bot.) mpixtása (mu-mi). (P).
13171,pistola,"s. f. vholovholo (yi-ti). (Z) ivolovololo, pixtóla (ri-ma). (Р)."
13172,pitadear,"v. i. (tomar pitada(s) de rapé) kudzaha, kutúmbárhá, kufémbá v. t."
13173,píton,s. m. nhlárhú (yi-ti).
13174,pitoresco,adj. -á kusáséká; -á kútsákísa loc. adj.
13175,placa,"s. f. xipeperhele (xi-svi), pláka láka (ri-ma). (P)."
13176,placenta,s. f. pagulú (ri-ma). || (de mulher e de animal) muchágá | mucháná (mu-mi).
13177,plácido,"adj. -á kurhúlá, -á kumíyélá loc. adj."
13178,plaina,s. f. xikhwayu (xi-svi).
13179,planalto,"s. m. ripálá; riválántshávéni (ri-ti) (plural: timbálántshávéni), mpálé (yi-ti)."
13180,planeamento,"| planejamento s. m. kukúngúháta (ku), nkúngúhátu (mu-mi), mpulana (yi-ti). (1) plan."
13181,planear,"| planejar v. t. kukúngúháta, kuyáká makúngú v. t., kupúláná, kubá mpúlána v. t. (1) plan."
13182,planejamento,"| planeamento s. m. kukúngúháta, kuyáká makúngú (ku), kupúláná (ku). (1) plan. nkúngúhátu (mu-mi), mpulana (yi-ti). ( ) plan."
13183,planejar,"| planear v. t. kukúngúháta, kuyáká makúngú v. t., kupúláná, kubá mpúlána v. t. (1) plan."
13184,planeta,"s. m. (astro sem luz própria, como a Terra, o Vénus, o Marte, etc.) nyéletínandza (yi-ti). || [planeta Vénus]: a) (quando visto de manhã) mahláhlé, khwezí, khwékhwéti (mu-va). b) (quando visto ao fim da tarde) gumbaxilálélo, gongómela ngongómela, nkátán'weti (mu-va)."
13185,plangente,"adj. 2 gen. a) (que chora) -á kúríla loc. adj. b) (próprio de quem se lastima) -á kutitsétsá, -á kutitsétsátsétsa, -á kúríláríla loc. adj."
13186,planície,"s. f. bámbá, bílá (ri-ma), ripálá, rivala (ri-ti) (plural: timbálá)."
13187,planificar,"v. t. kukúngúháta, kuyáká (makúngú) v. t., kupúláná v. t. (1) plan."
13188,plano I,"s. m. kúngú (ri-ma). (geralmente no plural), xikúngú (xi-svi), mpulana (yi-ti). (1) plan. || [plano secreto]: xitumbélela, xihiri (xi-svi)."
13189,plano II,"1. adj. -á kúlúláma, -á kúlévéléka loc. adj. 2. s. m. (qualquer superficie plana limitada, tomada isoladamente ou em relação a outras) xiphámpha ximphámpha (xi-svi). || [plano inclinado]: xiphámpharhelelo |ximphámpharbelelo (xi-svi)."
13190,planta,"s. f. a) ximilwá (xi-svi). || [planta parasita]: phákama (ri-ma), xihákama (xi-svi). || [planta nova e frágil]: dakányela (ri-ma). b) (planta do pé) nkóndzó (mu-mi), vukándzíyo (vu). c) (Arquit.) plánta (ri-ma). (P)."
13191,plantação,s. f. a) (acto ou efeito de plantar) kubzálá | kugwálá (ku). b) (terreno plantado) nsímú (yi-ma) (plural: masímú) (geralmente no plural). c) (aquilo que se plantou) mubzálú | mugwálú (mu-mi).
13192,plantador,s. m. mubzálí | mugwáli (mu-va).
13193,plantar,"v. t. kubzálá | kugwálá, kuxokota v. t."
13194,plantio,"s. m. a) (acto ou efeito de plantar) kubzálá | kugwálá (ku), mubzálú (mu-mi). b) (terreno plantado) nsímú (yi-ma) (plural: masímú) (geralmente no plural)."
13195,planura,s. f. riválá (ri-ti) (plural: timbálá).
13196,pleito,"s. m. a) (questão em juízo, litígio) timhaká (ti). b) (discussão) mhólová (yi-ti), mphikizanu, nkánétanu, nténgísánu (mu-mi). c) (eleição) nhlawulu, nhlawúlamání (mu-mi), xihlawúlamání (xi-svi), kuhlawula (ku). || [pleito eleitoral]: nhlawúlamání (mu-mi), xihlawúlamání (xi-svi), kuvhótá (ku)."
13197,plenário,"1. adj. -á kúhlángána, -á kuhéléla, -á kutálá loc. adj. 2. s. m. nhlanganu (wá svirhó hínkwásu) (mu-mi)."
13198,plenitude,"s. f. kuhétíséka, kutálá (ku), hétíséko, ntálú (mu-mi)."
13199,pleno,"adj. a) (cheio) -á kutálá loc. adj. b) (completo, inteiro) -á kuhélélá, á kúhlángána loc. adj. c) (perfeito) -á kuhétíséka, -á kuhélá loc. adj."
13200,pleurisia,"s. f. xitshevé (xi-svi), tlófú (ri-ma)."
13201,pluma,"s. m. risívá (ri-ti), ntsenga (yi-ti)."
13202,plumagem,s. f. vutsenga (vu).
13203,plúmbeo,adj. -á ntshófu |-á múthófu loc. adj.
13204,plural,1. adj. 2 gen. -á vunyíngi loc. adj. 2. s. m. (Ling.) vunyingí (vu).
13205,p.m.,"adv. (abreviatura latina de ""post meridiem"", isto é, de depois do meio-dia) nínhlékanhí adv."
13206,pneu,"s. m. a) (pneumático) penéwu (ri-ma). (P). b) (fig.) (rolo de gordura (no pescoço, na barriga; ou em qualquer parte do corpo) khonya (mu-mi)."
13207,pneumático,"1. adj. a) (relativo ao ar) -á moya loc. adj. b) (Diz-se de máquina, aparelho ou dispositivo que funciona graças à energia proporcionada pelo ar comprimido) -á kutirha hí moya loc. adj. 2. s. m. (pneu) penéwu (ri-ma). (P) pneu."
13208,pneumonia,"s. f. mbukuli, mukhuhlwana (mu-mi)."
13209,poema,"s. m. xithókózélo, xitlhókóvétsélo, xiphátú (xi-svi)."
13210,pobre,"adj. & s. m. -á kupfúmálá, -á kusvélá, -á kuhlémbhéléka loc. adj., xisíwana (xi-svi), mupfúmálí (mu-va), nsvétí (yi-ti)."
13211,pó,"s. m. a) ntshuri (mu-mi) ritshuri (ri-ti), rithulu (ri-ti) vuthulu (vu). || [pó dos cereais]: ntsútsúngwána, mpfúle (mu-mi), mungú (mu-mi) (plural: mimungú). b) (pó aromatizado que se aplica sobre a pele) pówa (ri-ma). (P)."
13212,pobreza,"s. f. vusíwana, vusvéti (vu)."
13213,poça,s. m. a) qhíví (ri-ma). (Z) ichibi. b) (poço de pouca profundidade) xihlovo (xi-svi).
13214,poção I,"s. f. (lugar no leito de um rio ou lago onde a profundidade é maior) nkotí, nsinga (mu-mi), xiziva (xisvi), dzíngo (ri-ma)."
13215,poção II,"s. f. (bebida medicamentosa) murhí wá kunwá, murhí wá kuphúzá (mu-mi)."
13216,poço,s. m. xihlovo (xi-svi) nhlovo (yi-ti).
13217,podadeira,"s. f. xikhákháto, xikhwá xá kukhákhátá (xi-svi)."
13218,podar,"v. t. (aparar) kukhákhátá v. t., kuxópélá, kuxópá v. t. ( ) chop, kukapara v. t. (P) capar."
13219,pó-de-arroz,s. m. pówa (ri-ma). (P).
13220,poder,"s. m. a) matimbá (ma), ntamu (mu-mi). b) (capacidade, aptidão) vusvikótí (vu)."
13221,poderio,s. m. matimbá makúlú (ma).
13222,poderoso,"adj. -á mátimbá, -a ntámu loc. adj."
13223,podre,"adj. -á kúbóla, -á kuwónhéká loc. adj."
13224,podredouro,"s. m. (lugar onde existe muita podridão; monturo) tala (ri-ma), vubolelo (vu)."
13225,podridão,s. f. kubola (ku).
13226,poedeira,"adj.f. (Diz-se da galinha que já põe, ou que põe muitos ovos) -á kútshíkéla, -á kuvéká mátandzá loc. adj., xikókola (xi-svi)."
13227,poeira,"s. f. ntshuri (mu-mi) ritshuri (ri-ti), rithulu (ri-ti) vuthulu (vu). || [poeira dos cereais]: ntsútsúngwána, mpfúle (mu-mi), mungú (mu-mi) (plural: mimungú). || [poeira ou terra muito leve levantada e arrastada pelo vento]: búbutsa (ri-ma)."
13228,poeirento,adj. -á ntshúri loc. adj.
13229,poema,"s. m. xithókózélo, xitlhókóvétsélo, xiphátú (xi-svi)."
