word,meaning,dailyKey
pagar,"1. v. t. a) (satisfazer (dívida, encargo, etc.); satisfazer o preço ou valor de) kuhakela v. t., kubatala v. t. (A) betaal. || [pagar renda, quota]: kubatala v. t. (A) betaal. || [pagar multa]: kuhlawula v. t., kuhakela multa v. i. (P) multa. || [pagar uma bebida a alguém]: kub'ambhela, kuchelela v. t., kupaga v. t. (P). b) (remunerar, gratificar) kuholela; kutlangela v. t.. c) (recompensar; retribuir) kurihela v. t.. d) (sofrer vingança, desforra, em consequência de; sofrer as consequências de) kuriha v. t.. e) (restituir, na mesma espécie) kutlhelisela v. t.. 2. v. i. a) (desobrigar-se de compromissos; satisfazer, reembolsar alguém do que lhe é devido) kuhakela, kuriha v. i.. b) (desembolsar dinheiro) kutlangela v. i.. c) (sofrer consequências; expiar uma culpa) kuriha v. i.. 3. v. pron. a) (receber a paga ou recompensa) kuhola v. i.. b) (descontar, do que se há de entregar, a parte que lhe é devida) kutilawula v. pron.. c) (contentar-se) kutiphina, kutikhorisa v. pron.",20340405
mimo,"s. m. a) (coisa delicada, que se oferece ou dá; prenda) xihíwa (xi-svi) . b) (delicadeza, gentileza) vunene, vunakulobze (vu) . c) (carícia, afago) kunyanga (ku), nsvosvelo, nyangu (mu-mi) . d) (pessoa ou coisa delicada, encantadora) mbhuri (yi-ti) . e) (primor, perfeição) rixaladza, rinkaho (ri-ti). || [mimos]: kuhena, kunyenyela, kunyenyelisa (ku), vunyenyeti, vunyenyelisi (vu), xinyenyenyeliso (xi-svi).",20340406
meio,"1. s. m. a) (ponto equidistante dos extremos; lugar que dista igualmente de todos os pontos a seu redor, centro) xikarhi | makarhi, ndzeni, phakathi adv. . b) (lugar onde se vive, ambiente) ndhawu leyihirhendzeleke (yi-ti), whanyelo, vurhurhelo (vu) . c) (recurso(s) empregado(s) para alcançar um objetivo; método) rhengu (ri-ma), ndlela (yi-ti) . d) (maneira de agir; modo) mayendlela mayencela, mamahela (ma) . e) (poder para praticar uma acção, capacidade) matimba (ma), ntamu (mu-mi). 2. num. (metade de um) hamfu (yi-ti). (1) half. 3. adj. (que indica a metade de um todo) -á hamfu loc. adj.. 4. adv. (por metade, não totalmente) -nyana part.dim.. Ex.: meio cansado -á kukarhalanyana.",20340407
recordar,"1. v. t. (fazer lembrar-se de) kurímúxá, kutsúndzúxá, kukhúmbúzá, kuyanakanyisa v. caus. 2. v. i. kurímúká, kutsúndzúká, kuyanakanya, kukhúmbúká, kukhúmbúlá, kuyanakanya v. i.",20340408
compartilhar,v. t. kuhlengela v. t.,20340409
iluminar,v. t. kuvoninga v. t.,20340410
vencer,"1. v. t. a) (derrotar) kuhlúlá v. t. || [vencer num jogo, num concurso]: kupsínxá, kupálá v. t., kuhúméléla v. i., kuwina v. t. (l) win. b) (refrear, reprimir) kucívá, kufúmá v. t. c) (dominar) kukótá, kufúmá v. t. d) (percorrer, ultrapassando) kufámbá v. t. e) (ganhar como vencimento) kuhola v. t. 2. v. i. (alcançar vitória) kuhlúlá, kuhúméléla v. i.",20340411
construir,v. t. kuyáká v. t.,20340412
evidenciar,v. t. kukombísá; kudlúnyátá v. caus. 2. v. pron. kutikómbá v. pron.,20340413
feliz,adj. 2 gen. -á kútsáka; -á njombó loc. adj.,20340414
curtir,"v. t. a) kuchuka v. t. (Diz-se das peles). b) (desfrutar, deleitar-se) kukurtira v. t. (P), kutiphíná v. pron. c) (fazer farra) kumapándzá, kumadavúla v. i.",20340415
cooperar,"v. t. a) (operar simultaneamente; colaborar) kutirhisana, kupfúnétána v rec. kuhlengela v. t. b) (ajudar; participar) kupfúnétá v. t. 2. v. i. (ajudar; colaborar) kupfúnétá v. i.",20340416
hoje,"adv. a) namúntlha | nyamúntlha adv. b) (na época que corre, actualmente) masíkú lawa (loc. adv., namúntlha adv).",20340417
puro,"adj. -á kúbása, á kuténgá loc. adj. || [coisa pura, sem mistura]: nyóndzoma (yi-ti). (Ro). Ex.: lingua pura; (individui) changana puro rirímí rá nyóndzoma; muchangana wá nyóndzoma. || [bebida pura, sem mistura]: rigaga (ri-ma). (Diz-se de bebida pura, sem mistura). Ex.: aguardente pura sope rá rígága.",20340418
ligar,"v. t. a) (fazer aderir, pegar) kukhománisa v. caus. . b) (pôr contiguo, ligar pelas pontas) kutlhavinyeta, kukhuleketa v. t. . c) (pôr em comunicação) kuhlanganisa | kutlhanganisa v. caus. . d) (misturar) kupfangá, kukatsa, kupatsa, kudivanisa v. t.. e) (dar atenção) kulondzisa, kukaxa, kunaka v. t., kutendera, kuligara v. t. (P). atender.. f) (pôr em funcionamento (sistema elétrico), abrir) kutlhavika, kulumeka v. t., kulayitha v. t. (1) light.. g) (pôr em funcionamento (um motor)) kudumisa v. caus., kustata v. i. (1) start.",20340419
doce,"adj. a) -á kútsómbéla-á kútsókótsa, á kútsókótséla, á kúlómbéla loc. adj. b) (terno, meigo; brando) -á rirhándzú, -á kukhómá mbilú; -á kunábzála loc. adj. 2. s. m. (rebuçado) xidónsana (xi-svi), dósi (ri-ma). (P).",20340420
transformar,"1. v. t. kuhundzula, kundzúlútá v. caus., kucinca v. t. (l) change. 2. v. pron. (transformar-se) kuhundzuka | kundzúlúká v. neutr. pass., kucinca v. i.",20340421
produzir,"v. t. a) (ter como consequência ou resultado; causar, originar) kuvanga, kutsámbá, kutumbuluxa; kupsálá v. t. b) (dar como proveito ou rendimento; render) kubindzula v. t. c) (fabricar) kukhándhá, kuhámbá, kumáká v. t.",20340422
suportar,"v. t. a) (sustentar, apoiar) kuseketela, kupfuna v. t.. b) (aguentar) kubzatsha, kurhwálá, kupfumela v. t., kugwenta v. t. (P) aguentar.",20340423
bater,"v. t. a) kubá v. t. || [bater com o lado do punho, com o polegar para fora]: kudzina, kukhindla v. t. & i. || [bater com os nós dos dedos, dar um carolo]: kurónyá (gótwana) | kufónyá (gótwana) v. t. b) (bater (em porta ou janela) com os nós dos dedos) kubá, kugóngóndzá v. t. c) (contundir) kufúndúrá, kukíngindza, kupímbíndzá, kumúkúlá v. t. (A) moker. || [bater com a cabeça contra qualquer coisa a baixa altura (por exemplo, o lintel de uma porta baixa)]: kudliva v. t. || [bater a casca de uma árvore para se lhe extrair as fibras]: kub'éthá. || [bater (a) mesa]: (Moç.) (subornar) kubá táfúla v. i. kutsakamisa v. caus. Ex.: Vai bater mesa naquele cinzentinho... Fámba úyatsákámísá xiphóyisána lexíya... Lit.: Vai molhar aquele cinzentinho... 2. v. i. (palpitar, pulsar; soar, dar (horas)) kubá v. i. || [bater palmas]: kuwomba, kuwombela, kubá mavókó v. i. || [bater em retirada]: kuhlehla v. i. || [bater as asas]: kukúputa; kubáléká v. i. || [bater mato, por exemplo para levantar a caça, ou para espantar gafanhotos na machamba); na caça, percorrer (terreno, mato, caminho, etc.) em observação, exploração]: kubúlá v. i., kubúlélá v apl. 3. v. pron. a) (lutar) kulwa v. i. b) (pôr-se de viagem; mandar-se) kubá róda; kukhómá ndléla v. i.",20340424
perceber,"v. t. a) (entender) kutwá, kutwísísá v. t. b) (notar, ver) kuvóná, kuxíyá v. t.",20340425
ensinar,"v. t. kujóndzísa, kufúndhísá v. t.",20340426
agradecer,"v. t. kukhensa, kutlángélá, kuvonga | kub'onga v. t. (Z) ukubonga.",20340427
felicitar,v. t. (apresentar parabéns) kufísélá v. t. || [felicitar pelo bom trabalho ou boa acção]: kuxúmísá v. t. [cf. parabéns].,20340428
flor,"s. f. a) xiluva (xi-svi), filóri (ri-ma). (P). || [o conjunto das flores de uma árvore]: vuluva (vu). b) (mulher, menina bela) (fig.) xiluva (xi-svi), filóri (ri-ma). (fig.).",20340429
distribuir,"v. t. kuphakela, kuyavela, kunyikela v. t.",20340430
executar,"v. t. a) (efectuar) kuyendla | kuyenca, kumaha v. t. b) (aplicar a pena de morte a) kutsémélá rifú, kukhatisa hí rifú v. t.",20340501
ouvir,"1. v. t. a) (escutar) kuyingisa, kumamela; kurhiya ndleve v. t.. b) (inquirir (o réu, as testemunhas, os peritos, etc.)) kutwa v. t.. c) (escutar os conselhos, as razões, os votos de) kuyingiseta v. t.. 2. v. i. a) (perceber as coisas pelo sentido da audição, escutar) kuyingisa v. i.. || [ouvir-se, ser audível]: kutwakala, kutwala, kupfuma | kuvhuma v. i.",20340502
guardar,"v. t. a) kuhlayisa, kuvékísá; kuvéká v. t. || [guardar rancor, ruminar vingança]: kubejela v. apl. b) (tomar conta de; proteger) kuvónéléla, kubasopa; kusírhélá v. t. c) (vigiar) kurindza, kubasopa v. t., kugada v. t. (1) guard.",20340503
criar,"v. t. a) (dar existência a; gerar) kutumbuluxa; kuvúmbá v. t. b) (dar origem a, produzir, causar) kuvanga v. t. || [criar empecilhos]: kuwónhíséla, kusápátéla v. t. c) (inventar, imaginar) kutsámbá kuqámbhá v. t. d) (estabelecer, fundar) kusíméká, kusúngúlá v. t. e) (alimentar, sustentar) kuwundla v. t., kukúlísá v. caus. f) (promover, manter procriação de (animais)) kufúyá v. t. g) (cultivar) kubzálá; kurima v. t. h) (adquirir, granjear) kukuma v. t., kutilávélá v. pron. 2. v. i. a) (encher-se de pus (uma ferida)) kuhúmá, kupfundzela v. i. 3. v. pron. a) (nascer, originar-se) kupsálíwá, kuvelekiwa, kutumbuluxiwa v. pass. b) (formar-se, crescer, desenvolver-se) kukúlá v. i.",20340504
ficar,"v. i. a) (permanecer) kutshámá; kuku-meka v. i. b) (sobrar) kusálá v. i. c) (ser o último de muitos) kusálélá v. i. d) (amigar-se) kuhanya v. i. || [ficar até ao pôr do sol]: kupélísá, kupétá jámbu, kuchónísa v. i. [of. anoitecer]. || [ficar até ao amanhecer]: kupílá, kuxísá v. i. [cf. amanhecer].",20340505
aproximar,"v. t. a) (pôr-se próximo de) kutshinekela, kutshindzekela v. t. Ex.: Aproximou o inimigo com cautela. Átshinékélé nalá hí kutivónélá. b) (fazer chegar perto de) kutshineta | kutshuneta, kutshindzeta | kutshundzeta v. caus. Ex.: aproximar a cadeira à mesa kutshineta xitshámú ká méza. 2. v. pron. (aproximar-se) kutshinela kutshunela, kutshinekela kutshunekela, kutshindzekela | kutshundzekela v. i.",20340506
comparar,"v. t. kufánísá, kuringanisa, kupimanisa, kuringanyeta v caus.",20340507
destacar,"v. t. a) (separar) kuyavukanyisa, kuyáhlúla, kutsavuxa v. caus. b) (fazer sobressair) kutlakusa, kuhúmélélísa, kudlúnyátá v caus. c) (enviar parte da tropa) kurhúmélá (xíkwáta) v. t. 2. v. pron. a) kuyáhlúká, kutsavuka v. i. b) kutlakuka, kuhúméléla v. i.",20340508
amar,v. t. kurhándzá; kulává v. t.,20340509
medir,"v. t. a) (avaliar a extensão, medida, ou grandeza de) kupima v. t.. b) (olhar uma pessoa insistentemente, em sinal de provocação ou para formar juízo sobre ela) kupima, kupeza, kuringa v. t., kusayiza v. t. (1) size. || [medir o comprimento]: kuthepa v. t.. || [medir, avaliar o peso]: kukala v. t., kupeza v. t. (P) pesar.",20340510
paz,"s. f. kurhula (ku), vukhwatsi (vu). || [estar em paz]: kurhula v. i.",20340511
viajar,"1. v. i. a) (fazer viagem ou viagens) kuyendza; kuvhákáchá v. i. || [viajar de noite]: kukitsa v. i. b) (estar sob a influência de droga(s) que causa(m) alucinação ou alucinações) kuyendza v. i., kuvhiyaxjara v. i., kudakwa v. i. 2. v. t. (Moç.) (embaraçar, troçar) kuvhiyaxjara, kufényá mpandla v. t.",20340512
buscar,"v. t. a) (procurar) kulává; kulávétéla v. t. || (procurar com os olhos) kuválángá v. t. b) (apanhar, pegar) kuteka v. t.",20340513
justificar,"v. t. a) (demonstrar ou provar a inocência de) kurhúlá nandzú; kutíyísá vukálánandzú v. t. b) (tornar justo; reabilitar) kuyendla mululami, kukhupa v. t. c) (legitimar, desculpar) kusékétéla v. t. d) (demonstrar, provar) kuhlamusela v. t. e) (fazer passar do pecado à graça) kuhlampsa svijóhó, kubasisa svijóhó v. t. 2. v. pron. (provar a sua inocência ou a boa razão de seu procedimento) kutihlámpsá, kutikhúpá, kutibasísa v. pron.",20340514
estrela,"s. f. (astro) nyéleti (yi-ti). || [cada uma das estrelas da constelação das Pleiades]: xirimela (xi-svi). || [estrela cadente]: nyéletítinhláhlé (yi-ti). [cf. meteoro]. 2. s. 2 g. (por exemplo, o artista, o desportista) nsíni (yi-ti).",20340515
distinguir,"v. t. a) (contrastar, diferenciar) kuhámbánísa | kuhámbányísa, kusíyánísa, kukhétékísa v. caus. b) (pôr em evidência) kutlakusa, kukúlísá v. caus., kubumabumela, kuthéméndéla, kudzunisa v. t. 2. v. i. (ser diferente; distinguir-se) kuhámbáná, kusiyána v. rec. 3. v. pron. a) (distinguir-se) kuhúméléla v. i. b) (tornar-se o ás) kuha-za, kutsémá xívángu v. i.",20340516
relacionar,"v. t. a) (estabelecer relação (entre coisas diferentes) kuyelanisa, kufámbélánísa v. caus. b) (pôr em lista) kulongoloxa, kuxaxameta; kutsálísá t.",20340517
respeitar,"ut. a) kuxixima, kuchává v. t., kuhlóníphá v. t. (Z) ukuhlonipha. b) (dizer respeito) kuyelana, kufámbélána v rec., kulumba v. t.",20340518
explorar,"v. t. a) (percorrer estudando, procurando) kuválángá v. t. b) (sondar, perscrutar) kurhálárhála, kulangútísísa v. t. c) (pesquisar, observar, estudar) kuxópáxópa v. t. d) (tirar partido ou proveito de; fazer produzir; desenvolver (um negócio ou indústria)) kubindzula v. t. e) (tirar partido ou proveito de parentesco, amizade, relações com; sugar) kuxolola v. t. f) (abusar da boa-fé, da ingenuidade ou da ignorância de; enganar) kuxísá, kuxenga v. t.",20340519
atingir,"v. t. a) (alcançar, tocar) kukumela, kufikela, kuchikela v. t. b) (conseguir) kukuma v. t. c) (chegar a; alcançar) kufika v. i. d) (afectar; tocar) kukhumba, kuhenya v. t. e) (abranger, incluir) kuyaneta kuyeneta, kuyangamela, kukátsá, kupátsá v. t., kuhlanganisa | kutlhanganisa v. caus. f) (acertar, ferindo) kubá, kukhumba v. t. 2. v. i. (alcançar intelectualmente; aprender) kukuma, kutwísísá, kujóndzá v. t.",20340520
enviar,"v. t. kurhúmélá v. t. || [enviar pelos correios]: kupósá, kupósítá v. t. (1) post.",20340521
amigo,"s. m. a) munghanu, nakúlo- (mu-va). Ex.: meu/nosso amigo nakúlorhi Ex.: teu/vosso amigo nakúloni Ex.: seu (dele(s)) amigo nakúlobze. b) (amante) munghanu (mu-va). 2. interj. nandzúwe, sáwe, sáwená, chomí, mufówethú, mupfówethú, nakúlorhi, bulúlu (mu-va). (entre homens) Ex.: Ó, amigo, chega aqui. Hé nandzúwe, tána la. || wákámani (mu-va) (entre mulheres).",20340522
olhar,"1. v. t. a) kulanguta, kucuvuka, kubuka v. t.. || [olhar de relance ou de soslaio]: kucinga v. t.. || [olhar de relance para trás]: kucíngela v. t.. || [olhar com ternura]: kuxoka v. t.. || [olhar com apreensão; olhar com inveja]: kuxondzolota v. t.. || [olhar com desconfiança]: kusvora v. t.. || [olhar, usando binóculos, lupa ou luneta]: kupompola v. t.. b) (vigiar) kuvonelela, kucuvukela, kugada, kulangutela v. t., kubasopa v. t. (H) passop. 2. s. m. kulanguta (ku), malangutela, mahlu (ma). || [olhar desconfiado]: masvori (ma). || [olhar furioso]: mahlu ya ngati (ma).",20340523
revisar,"v. t. (rever (um texto)) kukámbísísa, kuxópáxópa, kuhlela, kukhédzélá v. t. (ext.) [cf. peneirar].",20340524
esperar,"v. t. kurindza v. t., kurindzela v. apl. || [esperar de pé]: kuyímélá | kunyímélá v. apl. || [esperar sentado]: kutshámélá v. apl. || [esperar por algo que demora, como a água que emana de um poço]: kudzúmbélá v. apl. b) (ter esperança) kulángútéla; kutshémbá v. t.",20340525
iniciar,"v. t. kusúngúlá | kusángúlá; kupfula, kutumbuluxa, kuvanga v. t.",20340526
enfrentar,"v. t. kukóngómá, kuqondha, kutíyélá v. t., kurhwálá v. t. (fig.) [cf. carregar].",20340527
aprovar,"v. t. a) kuyamukela v. t. b) (concordar com) kukhensa v. t., kupásísá v. caus. (P) passar.",20340528
organizar,"v. t. kululamisela, kulunghisela, kukoroketa v. t., kuhlanganyeta v. t. (fig.) [cf. espevitar].",20340529
planta,"s. f. a) ximilwá (xi-svi). || [planta parasita]: phákama (ri-ma), xihákama (xi-svi). || [planta nova e frágil]: dakányela (ri-ma). b) (planta do pé) nkóndzó (mu-mi), vukándzíyo (vu). c) (Arquit.) plánta (ri-ma). (P).",20340530
interessar,"v. t. kurhómá, kuhita v. t. 2. v. i. (ser necessário; convir) kufánélá v. i. 3. v. pron. a) (interessar-se) kurhómíwá kurhón'wá v. pass. kukhátálá v. i. b) (interessar-se por) kukhátáléla v. apl., kulondzisa, kukaxa, kunaka v. t.",20340531
transportar,"1. v. t. a) (conduzir ou levar de um lugar para outro) kufámbísá v. caus., kutlékétlá, kuthúthá; kutéká v. t.. || [transportar à cabeça]: kurhwálá v. t.. || [transportar muitas coisas nos braços]: kutlámárhéla | kutlémérhéla v. t.. || [transportar uma carga muito pesada, dando passos curtos]: kupíngápínga v. t.. || [transportar (uma carga presa ou suspensa na ponta de um pau apoiado sobre o ombro)]: kupíngá v. t.. || [transportar aos ombros]: kupákátsá v. t.. || [transportar às costas]: kuveleka | kub'eleka, kubebula v. t.. || [transportar à boleia num automóvel]: kutéká, kukhwélísá v. t.. || [transportar à boleia numa bicicleta ou motorizada]: kubáká v. t. . b) (extasiar, enlevar) kurhombisa, kunyanyula, kunyawukisa v. caus. . c) (transcrever ou ler (trecho ou peça musical) em tom diferente do tom original, elevando ou baixando todas as notas ao mesmo intervalo existente entre as duas tónicas) kucinca nóta v. t.. 2. v. pron. a) (passar de um lugar para outro; transferir-se) kufámbá v. i. . b) (ficar entusiasmado, extasiar-se) kurhomba, kunyanyuka, kunyawukeliwa v. i.",20340601
aparecer,"v. i. a) kuhúméléla, kuvónéká v. i. b) (provir) kutumbuluka, kudavuka v. neutr. pass. Ex.: Os seres humanos apareceram de uma cana. Vanhu vádavúke hí le rihlangeni c) (despontar. Diz-se do sol.) kuxa v i.",20340602
indicar,"v. t. a) (apontar) kukómbétá, kuxungameta v. t. b) (mostrar) kukómbá v. t. || [indicar, por exemplo, o caminho a alguém]: kuleleta | kuleleza v. t. c) (dar a conhecer; nomear) kuvúlá, kuvíta v. t.",20340603
duplicar,"v. t. (aumentar com outro tanto, usar, servir-se de mais tantos) kuban'qa v. t. Ex.: usar dois cobertores kuban'qa mibalú mímbirhi.",20340604
riso,s. m. mahleko (ma).,20340605
poesia,"s. f. a) (arte de escrever em verso) vuphátú, vuthókózélo, vutlhókóvétséli (vu). b) (composição poética) xiphátú, xithókózélo, xitlhókóvétsélo (xi-svi).",20340606
desafiar,"v. t. kuntlhontlha; kukóngóma, kupfúka, kuqálá v. t.",20340607
ganhar,"v. t. a) (adquirir, obter) kukuma v. t. || [ganhar aguadilha (por exemplo, as papas quando arrefecem ou começam a apodrecer)]: kunyeka v. neutr. pass. b) (vencer) kupálá, kupsínxá, kuhlúlá, kubá v. t., kuganya v. t. (P), kuwina v. t. (I) win. c) (lucrar) kubindzula v. t., kuvúyélíwa v. pass., kulukrara v. t. (P) lucrar.",20340608
facilitar,"v. t. kuvévúkísa, kuwólóvísa, kunabzalisa v. caus.",20340609
descobrir,"v. t. a) (destapar) kufúnúkúla | kufúnúngúla v. t. b) (deixar ver; mostrar) kukómbá v. t. c) (encontrar pela primeira vez) kutsúmbúlá v. t. d) (resolver, solver, solucionar; decifrar) kutlhantlha, kuhlamusela v. t. e) (dar com; encontrar, flagrar) kukuma, kukumeta, kugungula, kutsúmbúlá v. t. f) (manifestar, revelar) kukómbísá v. t.",20340610
sentir,"1. v. t. a) kutwá v. t.. Ex.: sentir frio, sentir uma dor kutwá xírhamí, kutwá kuvává . b) (ter grande necessidade de) kudada, kudzánádzánéka v. t.. Ex.: sentir grande necessidade de rapé kudada fole. 2. v. pron. kutítwa v. pron.",20340611
abrir,"v. t. a) (descerrar (porta, janela, livro, etc.); desabotoar) kupfula v. t. b) (separar, afastar) kuyáhlúlá v. t. c) (separar as partes juntas ou contíguas) kukéndlúsá v. t. || [abrir as pernas]: (mostrando as partes) kupanyula v. t. (obsc.) d) (fender, furar, mediante incisão, corte, golpe, etc.) kuhandzula, kubóxá, kukhehla v. t. e) (começar; dar por começado ou aberto) kusúngúlá; kukhángúlá, kuqákúlá v. t. || [abrir, por exemplo, uma barra de ferro dobrada em U]: kuyanyula v. t. || [abrir um buraco, um túnel]: kuguba, kucela v. t. || [abrir (um guarda-chuva, um pára-quedas)]: kudlamula v. t. 2. v. i. a) (o céu, depois de nublado) kuxa v. i. b) (Moç.) (sair, ir embora) kubángúlá, kubáróda, kutsémá, kukóká v. i. c) (como por exemplo, os ovos no momento da eclosão do pinto) kutlhórhá, kutlhótlhórhá v. i. 3. v. pron. a) (abrir-se) kupfuleka v. neutr. pass. || [abrir-se, por exemplo, flores e certos frutos]: kubáléká v neutr. pass. b) (separar-se) kuyáhlúká, kukéndlúka v. i.",20340612
